"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"江苏省","淮河流域","大兴桥","2020-12-19 08:00:00","Ⅳ",4.4,7.5,18.44,1058.5,31.2,7.37,0.076,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-12-19 08:00:00","Ⅱ",7.8,7.95,10.62,514.9,37,3.88,0.1,0.097,"2.10",,,"正常"
"江苏省","长江流域","三江营","2020-12-19 08:00:00","Ⅲ",10.3,7.89,9.71,348,85.2,2.26,0.039,0.104,"2.34",,,"正常"
"江苏省","淮河流域","大屈","2020-12-19 08:00:00","Ⅲ",7.4,7.59,13.37,1047.8,14.9,5.26,0.11,0.045,"3.07",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-12-19 08:00:00","Ⅱ",15.4,7.14,7.17,165.6,10.8,1.36,0.004,0.018,"1.18",,,"正常"
"浙江省","太湖流域","斜路港","2020-12-19 04:00:00","Ⅳ",8.4,7.76,6.74,625,43.4,6.96,0.4,0.177,"2.55",,,"正常"
"浙江省","太湖流域","王江泾","2020-12-19 08:00:00","Ⅲ",8.9,7.09,8.64,607.2,77.8,5.14,0.686,0.064,"2.04",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-12-19 08:00:00","Ⅲ",6.6,8.6,11.76,387.1,256.5,4.93,0.036,0.114,"3.27",0.066,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-12-19 08:00:00","Ⅳ",7.2,6.84,11.61,264.6,97.5,4.16,0.34,0.093,"2.36",0.038,,"正常"
"安徽省","巢湖流域","裕溪口(老)","2020-12-19 08:00:00","Ⅳ",9.5,7.6,10.03,234.3,89.3,2.58,0.1,0.073,"3.62",0.01,,"正常"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-12-19 08:00:00","Ⅲ",9,8.07,12.06,484.4,44.4,4.31,0.136,0.086,"1.86",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-12-19 08:00:00","Ⅱ",7.3,7.48,6.22,206.4,35.1,3.5,0.44,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-12-19 08:00:00","Ⅳ",5.6,8.3,12.08,1861,27.9,6.81,0.046,0.097,"1.39",,,"正常"
"安徽省","长江流域","皖河口","2020-12-19 08:00:00","Ⅱ",10.8,7.57,8.89,303,27.2,1.74,0.104,0.073,"2.54",,,"正常"
"安徽省","淮河流域","小柳巷","2020-12-19 08:00:00","Ⅲ",9.2,7.31,9.8,576.4,78.7,1.85,0.087,0.131,"2.04",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-12-19 08:00:00","Ⅱ",5.5,7.58,9.76,321,8.2,3.82,0.468,0.099,"2.66",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-12-19 08:00:00","Ⅲ",8,7.69,7.75,872,7.3,3.66,0.54,0.095,"4.72",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-12-19 04:00:00","Ⅲ",4.1,8.21,14.23,1008.4,172.8,4.82,0.01,0.069,"2.81",,,"正常"
"安徽省","淮河流域","杨庄","2020-12-19 08:00:00","Ⅲ",7.7,7.91,10.45,1019.9,67.7,4.1,0.862,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-12-19 08:00:00","Ⅲ",6,8.08,11.77,962.8,9.6,5.18,0.07,,,,,"正常"
"安徽省","淮河流域","颜集","2020-12-19 08:00:00",,16.5,7.7,,1645.7,722.2,,1.41,,"8.38",,,"维护"
"福建省","浙闽片河流","白岩潭","2020-12-19 08:00:00","Ⅱ",17.3,6.97,6.6,2351.4,212.3,3.94,0.187,,,,,"正常"
"江西省","长江流域","滁槎",,,,,,,,,,,,,,"维护"
"江西省","长江流域","姚港(河西水厂)","2020-12-19 08:00:00","Ⅲ",11.3,7.49,10.84,355.6,42.2,1.7,0.095,0.101,"2.21",,,"正常"
"江西省","长江流域","蛤蟆石","2020-12-19 08:00:00","Ⅲ",7.8,7.4,11.38,216.2,54.1,2.74,0.249,0.049,"2.05",0.001,1043391,"正常"
"山东省","黄河流域","泺口","2020-12-19 08:00:00","Ⅱ",2.6,8.41,13.93,842.2,334.7,3.01,0.068,0.004,"3.79",,,"正常"
"山东省","淮河流域","台儿庄大桥","2020-12-19 08:00:00","Ⅱ",6.6,8.15,11.05,959.2,14.8,2.7,0.094,0.048,"3.38",,,"正常"
"山东省","淮河流域","清泉寺","2020-12-19 08:00:00","Ⅲ",8.2,8.98,13.25,1008.4,6.1,5.19,0.08,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-12-19 08:00:00","Ⅱ",4.5,8.47,16.91,711.4,5,3.21,0.16,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-12-19 08:00:00","Ⅲ",4.4,8.29,15.96,819,8.2,5.84,0.039,0.115,"5.90",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-12-19 08:00:00","Ⅰ",16.9,7.93,8.49,264.6,1.7,1.57,0.002,0.008,"1.17",0.008,390687,"正常"
"河南省","淮河流域","黄口","2020-12-19 08:00:00","Ⅲ",5.4,7.49,12.25,1569,22.2,4.63,0.047,0.054,"9.01",,,"正常"
"河南省","淮河流域","蒋集","2020-12-19 08:00:00","Ⅲ",5,7.26,8.39,276,164.2,1.2,0.542,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-12-19 08:00:00","Ⅲ",7.4,7.37,10.96,308,43.3,2.92,0.839,0.094,"1.87",,,"正常"
"河南省","淮河流域","沈丘闸","2020-12-19 08:00:00","Ⅲ",9.8,7.68,8.58,855.5,9.4,3.68,0.79,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-12-19 08:00:00",,6.5,8.39,10.13,1546.6,5.3,4.85,0.34,,,,,"维护"
"河南省","淮河流域","新蔡班台(班台)","2020-12-19 08:00:00","Ⅲ",10.3,7.5,11.31,552.5,17.9,3.94,0.52,0.151,"4.77",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-12-19 08:00:00","Ⅱ",7.3,8.29,9.9,730.4,8,2.56,0.35,0.016,"3.30",,,"正常"
"湖北省","长江流域","宗关","2020-12-19 08:00:00","Ⅱ",9,7.96,11.41,382.5,17,2.92,0.085,0.086,"3.31",0.009,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-12-19 08:00:00","Ⅱ",14.7,7.78,8.21,261.8,3.6,2.12,0.05,0.017,"1.22",0.006,7479000,"正常"
"湖北省","长江流域","南津关","2020-12-19 08:00:00","Ⅱ",16.9,7.98,8.57,397.4,3.3,1.61,0.054,0.043,"1.46",0.004,,"正常"
"湖南省","长江流域","新港","2020-12-19 08:00:00","Ⅱ",11.5,7.66,8.12,278.9,60.8,2.18,0.25,0.053,"2.14",,,"正常"
"湖南省","长江流域","岳阳楼","2020-12-19 08:00:00","Ⅴ",8.4,8.04,10.67,280.5,41.5,2.05,0.109,0.105,"2.69",0.003,273,"正常"
"湖南省","长江流域","城陵矶","2020-12-19 08:00:00","Ⅲ",10.1,7.77,10.81,313.9,44.9,2.67,0.012,0.136,"1.71",,,"正常"
"广东省","珠江流域","七星岗","2020-12-19 08:00:00","Ⅱ",16.2,7.76,9.91,279,13.8,1.83,0.11,0.041,"2.51",,,"正常"
"广东省","珠江流域","横栏","2020-12-19 08:00:00","Ⅰ",16.5,7.63,8.56,313,13.3,1.37,0.127,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-12-19 08:00:00","Ⅱ",18.1,8.08,8.21,309.8,6.5,1.55,0.034,0.024,"1.54",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-12-19 08:00:00","Ⅰ",16.2,8,9.84,248.6,20.6,0.59,0.11,,,,,"正常"
"重庆市","长江流域","朱沱","2020-12-19 08:00:00","Ⅱ",12.2,7.62,10.45,390.6,11.3,0.82,0.008,0.069,"1.63",,,"正常"
"四川省","长江流域","龙洞","2020-12-19 08:00:00","Ⅰ",15.3,8.31,8.8,835.8,7.5,0.88,0.006,0.012,"1.89",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-12-19 08:00:00","Ⅱ",12.1,8.13,9.84,578.3,12.7,2.13,0.017,0.096,"3.38",,,"正常"
"四川省","长江流域","清风峡","2020-12-19 08:00:00","Ⅰ",6.6,8.37,12.01,396.9,74.6,0.73,0.083,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-12-19 08:00:00","Ⅲ",11.5,8.06,9.34,317.5,51.3,1.71,0.198,0.122,"2.26",,,"正常"
"云南省","滇池流域","西苑隧道","2020-12-19 08:00:00","Ⅲ",13.7,7.8,6.3,695,32.8,4.24,0.1,0.031,"4.44",0.004,10771100,"正常"
"云南省","滇池流域","观音山","2020-12-19 08:00:00","劣Ⅴ",12.9,9.3,7.58,393.7,88.6,8.33,0.96,0.181,"1.46",0.002,5983166,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-12-19 08:00:00","Ⅱ",19.4,7.92,8.33,257.4,42.7,1.86,0.088,0.099,"1.28",,,"正常"
"云南省","西南诸河","橄榄坝","2020-12-19 08:00:00","Ⅰ",18.6,7.61,9.02,544.5,9.8,0.92,0.118,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-12-19 08:00:00","Ⅲ",7.3,8.37,10.11,1153.9,222.2,2.75,0.76,0.138,"8.00",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-12-19 08:00:00","Ⅰ",5.3,7.4,10.79,736.5,34.9,1.36,0.08,0.011,"2.23",,,"正常"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"停站"
"天津市","海河流域","三岔口","2020-12-20 08:00:00","Ⅱ",3,7.8,12.37,344.5,6.2,0.66,0.17,0.008,"1.14",,,"正常"
"天津市","海河流域","果河桥","2020-12-20 08:00:00","Ⅱ",5,8.52,14.8,719.7,2.7,2.36,0.27,0.027,"6.10",,,"正常"
"河北省","海河流域","岗南水库","2020-12-20 08:00:00","Ⅱ",10.9,8.75,10.64,549.2,2,2.28,0.09,0.016,"2.64",,,"正常"
"河北省","海河流域","八号桥","2020-12-20 08:00:00","Ⅲ",1.3,8.53,12.26,1689.8,26.4,2.99,0.89,0.092,"6.09",,,"正常"
"山西省","黄河流域","河津大桥","2020-12-20 08:00:00","Ⅳ",5.4,8.22,12.78,2041.4,82.1,9.2,0.03,,,,,"正常"
"山西省","黄河流域","万家寨水库",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","画匠营子",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","海勃湾","2020-12-20 08:00:00","Ⅰ",4.3,8.53,9.92,854.7,28.2,1.41,0.11,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库","2020-12-20 08:00:00","Ⅳ",6.4,7.74,10.42,305,5.2,3.09,1.08,0.02,"3.33",0.0005,,"正常"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","辽河公园",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩","2020-12-20 08:00:00","Ⅳ",3.1,7.16,13.56,425.1,17.2,6.16,0.265,0.078,"1.94",,,"正常"
"吉林省","松花江流域","圈河",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-12-20 08:00:00","Ⅲ",3,7.31,12.25,320.3,22.9,5.4,0.279,0.059,"2.97",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-12-20 08:00:00","Ⅱ",13,8.06,11.16,394.8,6.8,3.02,0.17,0.032,"1.45",0.006,,"正常"
"江苏省","淮河流域","小红圈","2020-12-20 08:00:00","Ⅱ",4.6,8.37,17.55,594.8,3.8,2.33,0.085,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-12-20 08:00:00","Ⅲ",4.9,8.03,10.68,1136.8,16.6,5.53,0.131,0.039,"1.53",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-12-20 08:00:00","Ⅱ",4,8.86,16.48,891,4.1,3.07,0.08,0.077,"12.38",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-12-20 08:00:00",,7.4,8.13,12.64,351,105,4.61,,0.187,"6.98",0.024,,"维护"
"江苏省","太湖流域","西山","2020-12-20 08:00:00","Ⅳ",7,8.18,12.74,560.8,108.9,2.31,0.07,0.077,"0.45",0.009,,"正常"
"江苏省","淮河流域","大兴桥","2020-12-20 08:00:00","Ⅲ",4.4,7.35,14.7,993.4,31.4,5.87,0.229,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-12-20 08:00:00","Ⅲ",7.5,7.97,11.08,518,24.2,4.28,0.14,0.074,"2.16",,,"正常"
"江苏省","长江流域","三江营","2020-12-20 08:00:00","Ⅱ",10.1,7.89,9.1,345.6,66.8,2.01,0.04,0.1,"2.14",,,"正常"
"江苏省","淮河流域","大屈","2020-12-20 08:00:00","Ⅲ",7.5,7.63,13.55,1049.9,17.6,4.9,0.07,0.042,"3.37",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-12-20 08:00:00","Ⅱ",15.2,7.14,7.3,165.9,10.4,1.46,0.005,0.019,"1.35",,,"正常"
"浙江省","太湖流域","斜路港","2020-12-20 04:00:00","Ⅲ",9.7,7.28,6.03,644,1.4,4.64,0.45,0.167,"2.38",,,"正常"
"浙江省","太湖流域","王江泾","2020-12-20 08:00:00","Ⅳ",8.7,7.1,9.31,613.3,227.2,6.76,0.779,0.108,"1.84",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-12-20 08:00:00","Ⅲ",6.2,8.59,11.86,424.7,248.6,3.88,0.061,0.136,"2.85",0.042,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-12-20 08:00:00","Ⅳ",7.1,6.84,11.61,291.6,89.9,4.13,0.4,0.086,"2.51",0.036,,"正常"
"安徽省","巢湖流域","裕溪口(老)","2020-12-20 08:00:00","Ⅴ",9.3,7.54,9.92,240,74.8,2.36,0.08,0.112,"3.08",0.01,,"正常"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-12-20 08:00:00","Ⅲ",9,8.08,12.08,506.9,44.7,4.46,0.145,0.067,"1.93",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-12-20 08:00:00",,7.1,7.47,6.61,242.4,29.9,,0.42,,,,,"维护"
"安徽省","淮河流域","小王桥","2020-12-20 08:00:00","Ⅳ",5.3,8.31,12.06,1860.4,27.3,6.77,0.044,0.098,"1.41",,,"正常"
"安徽省","长江流域","皖河口","2020-12-20 08:00:00","Ⅱ",10.7,7.55,9,303,29.3,1.35,0.107,0.069,"2.58",,,"正常"
"安徽省","淮河流域","小柳巷","2020-12-20 08:00:00","Ⅲ",9.1,7.29,9.91,547.4,93.3,2.77,0.002,0.131,"2.06",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-12-20 08:00:00","劣Ⅴ",5.5,7.61,0.24,354.6,8.3,4.12,0.55,0.092,"2.28",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-12-20 08:00:00","Ⅲ",7.9,6.9,9.35,891.4,5.9,3.62,0.57,0.096,"5.09",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-12-20 08:00:00",,3.6,8.23,14.68,1010.8,445.3,6.09,,0.087,"3.18",,,"维护"
"安徽省","淮河流域","杨庄","2020-12-20 08:00:00","Ⅳ",7.6,7.9,8.93,1038.1,90.4,4.51,1.167,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-12-20 08:00:00","Ⅲ",5.7,8.09,11.81,966.3,9.6,5.12,0.065,,,,,"正常"
"安徽省","淮河流域","颜集","2020-12-20 08:00:00",,5.4,8.25,,1128.6,126.6,,4.64,0.632,"8.26",,,"维护"
"福建省","浙闽片河流","白岩潭",,,,,,,,,,,,,,"维护"
"江西省","长江流域","滁槎","2020-12-20 08:00:00","Ⅲ",10.8,7.57,10.5,169.9,104.4,1.62,0.33,0.142,"4.78",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-12-20 08:00:00","Ⅱ",11.2,7.5,10.99,358.9,37.7,1.61,0.093,0.097,"2.18",,,"正常"
"江西省","长江流域","蛤蟆石","2020-12-20 08:00:00","Ⅲ",7.5,7.47,11.55,217.2,52.9,2.04,0.249,0.046,"1.97",0.001,1070193,"正常"
"山东省","黄河流域","泺口","2020-12-20 08:00:00",,3.1,8.4,13.96,850.1,334.7,3.03,0.101,,"3.82",,,"维护"
"山东省","淮河流域","台儿庄大桥","2020-12-20 08:00:00","Ⅱ",6.3,8.16,11.41,959.5,16.4,2.77,0.12,0.044,"3.21",,,"正常"
"山东省","淮河流域","清泉寺","2020-12-20 08:00:00","劣Ⅴ",8.3,9.04,13.17,1005.2,5.6,5.6,0.07,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-12-20 08:00:00","Ⅱ",4.3,8.6,17.39,677.5,4.7,3.05,0.127,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-12-20 08:00:00","Ⅲ",4.4,8.18,14.97,828.1,6,4.89,0.044,0.096,"5.66",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-12-20 08:00:00","Ⅰ",14.6,7.93,9.31,271.4,1.9,1.38,0.134,0.008,"1.08",0.008,403026,"正常"
"河南省","淮河流域","黄口","2020-12-20 08:00:00","Ⅲ",5.5,7.36,12.75,1545.1,30.1,5.83,0.06,0.063,"5.97",,,"正常"
"河南省","淮河流域","蒋集","2020-12-20 08:00:00","Ⅲ",4.8,7.25,8.46,281.6,156.3,1.2,0.53,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-12-20 08:00:00","Ⅱ",7.2,7.37,11.1,311.1,36,2.96,0.323,0.091,"1.93",,,"正常"
"河南省","淮河流域","沈丘闸","2020-12-20 08:00:00","Ⅲ",9.7,7.69,8.63,1019.1,9.6,3.72,0.84,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-12-20 08:00:00","Ⅲ",7.8,8.33,9.54,1548.5,6.1,4.75,0.38,0.055,"0.67",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-12-20 08:00:00","Ⅲ",9.9,7.33,11.58,491.5,20.6,3.63,0.34,0.129,"4.39",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-12-20 08:00:00","Ⅱ",7.3,8.29,10.49,730.5,7.2,2.71,0.35,0.032,"3.64",,,"正常"
"湖北省","长江流域","宗关","2020-12-20 08:00:00","Ⅱ",8.9,7.98,11.46,382.3,17.3,3.76,0.066,0.091,"3.02",0.01,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-12-20 08:00:00","Ⅱ",14.4,7.77,8.21,262.3,3.5,2.14,0.075,0.018,"1.26",0.006,7508000,"正常"
"湖北省","长江流域","南津关","2020-12-20 08:00:00","Ⅱ",16.8,7.99,8.5,398.5,3,1.84,0.107,0.044,"1.43",0.003,,"正常"
"湖南省","长江流域","新港","2020-12-20 08:00:00","Ⅱ",11.3,7.65,8.07,282.2,27.2,2.09,0.24,0.045,"2.17",,,"正常"
"湖南省","长江流域","岳阳楼","2020-12-20 08:00:00","Ⅳ",8.1,8.05,10.88,273.5,43.7,2.01,0.016,0.089,"2.58",0.003,274,"正常"
"湖南省","长江流域","城陵矶","2020-12-20 08:00:00","Ⅲ",9.5,7.78,10.93,321,51.2,2.48,0.006,0.143,"1.89",,,"正常"
"广东省","珠江流域","七星岗","2020-12-20 08:00:00","Ⅱ",16.1,7.83,10.25,278.9,10.7,3.54,0.116,0.038,"2.34",,,"正常"
"广东省","珠江流域","横栏","2020-12-20 08:00:00","Ⅰ",16.1,7.64,8.65,309,11.5,1.6,0.118,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-12-20 08:00:00","Ⅱ",18,8.12,8.45,310.8,6.6,1.52,0.039,0.026,"1.33",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-12-20 08:00:00","Ⅰ",16.6,8.04,9.93,246,20,0.79,0.09,,,,,"正常"
"重庆市","长江流域","朱沱","2020-12-20 08:00:00","Ⅱ",12.2,7.7,10.19,392.7,11.1,1.11,0.003,0.057,"1.52",,,"正常"
"四川省","长江流域","龙洞","2020-12-20 08:00:00","Ⅰ",15.3,8.3,8.73,840.2,8,0.92,0.011,0.008,"1.81",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-12-20 08:00:00","Ⅲ",11.8,8.14,10.07,582.9,12.6,1.73,0.019,0.104,"3.35",,,"正常"
"四川省","长江流域","清风峡","2020-12-20 08:00:00","Ⅰ",6,8.37,12.15,418.1,105.7,0.71,0.085,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-12-20 08:00:00","Ⅲ",11.4,8.08,9.54,303.8,43.7,1.53,0.12,0.111,"1.94",,,"正常"
"云南省","滇池流域","西苑隧道","2020-12-20 08:00:00","Ⅲ",12.3,7.72,6.08,701.1,12.3,4.1,0.111,0.031,"4.56",0.004,10110100,"正常"
"云南省","滇池流域","观音山","2020-12-20 08:00:00","劣Ⅴ",11.5,9.17,7.39,396.8,91.7,9.03,1.49,0.173,"1.52",0.002,5597099,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-12-20 08:00:00","Ⅲ",19.4,7.92,8.25,270.9,43,2.35,0.103,0.116,"1.39",,,"正常"
"云南省","西南诸河","橄榄坝","2020-12-20 08:00:00","Ⅰ",18.5,7.63,9.05,468.6,9.6,1.25,0.137,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-12-20 08:00:00","Ⅲ",7,8.41,8.9,1151.9,252.3,3.28,0.77,0.135,"7.15",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-12-20 08:00:00","Ⅰ",5.2,7.4,10.71,738.8,29.3,1.15,0.07,0.007,"2.29",,,"正常"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"停站"
"天津市","海河流域","三岔口","2020-12-21 08:00:00","Ⅰ",3.3,7.86,12.45,343.6,6.3,0.9,0.15,0.007,"1.14",,,"正常"
"天津市","海河流域","果河桥","2020-12-21 08:00:00","Ⅱ",5,8.6,15.31,710.7,4.9,2.36,0.24,0.031,"6.02",,,"正常"
"河北省","海河流域","岗南水库","2020-12-21 08:00:00","Ⅱ",10.8,8.76,10.7,539.2,3.5,2.24,0.09,0.012,"2.38",,,"正常"
"河北省","海河流域","八号桥","2020-12-21 08:00:00","Ⅲ",1.3,8.51,12.13,1736.5,30,3.73,0.8,0.134,"6.24",,,"正常"
"山西省","黄河流域","河津大桥","2020-12-21 08:00:00","Ⅳ",5.3,8.24,21,1866.5,95.3,8.5,0.3,,,,,"正常"
"山西省","黄河流域","万家寨水库",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","画匠营子",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","海勃湾","2020-12-21 08:00:00","Ⅰ",4.4,8.48,9.83,845.3,26,1.4,0.11,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库","2020-12-21 08:00:00",,6.1,7.75,10.45,304.1,6,3.19,,0.017,"3.17",0.001,,"维护"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","辽河公园",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩","2020-12-21 08:00:00","Ⅳ",10.6,7.06,11.73,400.7,20.5,6.05,0.231,0.2,"1.98",,,"正常"
"吉林省","松花江流域","圈河",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-12-21 08:00:00","Ⅲ",3.5,7.31,12.13,322.3,23.5,5.4,0.238,0.059,"2.97",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-12-21 08:00:00","Ⅱ",12.9,8.07,11.33,363.9,1.7,3.31,0.09,0.028,"0.81",0.008,,"正常"
"江苏省","淮河流域","小红圈","2020-12-21 08:00:00","Ⅱ",4.6,8.37,19.83,589.7,3.4,2.25,0.071,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-12-21 08:00:00","Ⅴ",4.8,8.01,10.56,1137.7,23.7,11.19,0.122,0.042,"1.63",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-12-21 08:00:00","Ⅱ",2.4,8.88,16.49,806,3.9,3.55,0.09,0.044,"11.40",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-12-21 08:00:00","Ⅲ",7.1,8.22,12.58,362.8,32.5,3.62,0.49,0.101,"3.87",0.018,,"正常"
"江苏省","太湖流域","西山","2020-12-21 08:00:00","Ⅲ",7.1,8.18,12.85,275.9,70.9,2.02,0.12,0.046,"0.48",0.01,,"正常"
"江苏省","淮河流域","大兴桥","2020-12-21 08:00:00","Ⅲ",4.4,7.14,12.56,873.8,47.1,5.04,0.323,,,,,"正常"
"江苏省","淮河流域","淮河大桥",,,,,,,,,,,,,,"维护"
"江苏省","长江流域","三江营","2020-12-21 08:00:00","Ⅱ",10,7.9,9.04,347.5,49.8,1.77,0.031,0.09,"2.00",,,"正常"
